0.62415	0.62476	-0.082335	0.20101	-0.13741	-0.11431	0.77909	2.6356	-0.46351	0.57465	-0.024888	-0.015466	-2.9696	-0.49876	0.095034	-0.94879	-0.017336	-0.86349	-1.3348	0.046811	0.36999	-0.57663	-0.48469	0.40078	0.75345
0.69586	-1.1469	-0.41797	-0.022311	-0.023801	0.82358	1.2228	1.741	-0.90979	1.3725	0.1153	-0.63906	-3.2252	0.61269	0.33544	-0.57058	-0.50861	-0.16575	-0.98153	-0.8213	0.24333	-0.14482	-0.67877	0.7061	0.40833
1.1242	0.054519	-0.037362	0.10046	0.11923	-0.30009	1.0938	2.537	-0.072802	1.0491	1.0931	0.066084	-2.7036	-0.14391	-0.22031	-0.99347	-0.65072	-0.030948	-1.0817	-0.64701	0.32341	-0.41612	-0.5268	-0.047166	0.71549
0.74056	0.9155	-0.16352	0.35843	0.05266	0.1456	1.0421	2.8073	0.12865	1.0492	0.13033	0.20508	-2.6686	-0.50551	-0.29574	-0.91433	-0.40456	-1.0988	-1.0333	-0.17875	0.37979	-0.25922	-0.74854	0.36001	0.61206
0.84705	-1.0349	-0.050419	0.27164	-0.58659	0.99514	0.25267	1.6963	0.10313	0.80073	0.74655	-1.2667	-4.036	-0.22557	0.16322	-0.67015	-0.64812	0.010373	-0.71889	-0.74997	0.24862	0.10319	-1.1732	0.58196	0.33846
0.67867	-0.74651	-0.31831	-0.093681	0.062057	0.77956	1.5604	2.0332	-0.95379	1.2358	-0.081705	-0.42269	-2.5273	0.51772	0.29574	-0.76079	-0.57992	-0.51783	-1.1715	-0.53952	0.36752	-0.2758	-0.086496	1.0115	0.56436
0.18227	-0.29194	-1.3632	-1.201	0.084332	0.018943	1.3408	2.3866	-1.2761	0.39897	-0.16731	-0.52372	-3.5758	-0.25648	-0.5531	-0.62011	-0.71249	-0.12025	-0.91766	0.65635	-0.55258	-1.1655	0.10899	-1.6099	1.6189
1.3956	0.2892	0.48572	-1.1412	0.21461	1.0714	0.25408	2.1181	0.30252	0.75955	1.1299	-0.021373	-3.7757	0.89387	-0.71476	-1.6997	-0.42166	-0.12601	-1.2984	0.41689	-0.84993	-1.5199	0.40681	0.15024	0.26997
0.80384	-1.0366	-0.53877	-1.0806	0.84718	-0.36196	1.0065	1.3067	-0.61225	0.30781	0.46974	-0.23264	-3.3882	-0.46778	-0.55105	-1.6926	-0.78708	0.28378	-0.73638	0.10216	-0.18703	-2.133	-0.17787	-0.97788	1.394
0.4049	-0.87651	-0.23362	-0.34844	-0.097002	0.40895	1.6928	1.7058	-1.293	0.70091	-0.12498	-0.75998	-3.1586	0.14081	0.57255	-0.46097	-0.75721	-0.72414	-1.4071	-0.17224	0.0099324	-0.45711	0.074886	1.2035	1.1614
-0.26079	0.59108	0.61622	-0.70368	-0.85159	-0.23238	1.0481	0.066642	-0.54907	0.70047	-0.87221	-0.013954	-5.9671	-0.43106	-0.9154	0.53744	0.57099	-0.27181	-0.84178	-0.59682	0.4516	0.34097	0.076869	0.2284	0.2758
0.21294	0.31035	0.17694	0.87498	0.067926	0.59171	-0.098218	1.5896	-0.428	-1.3655	-0.15278	-2.501	-5.5652	-0.10232	0.39577	0.1555	-0.55181	0.34671	-0.57379	-0.30717	0.043623	-0.39707	0.64551	-0.33537	0.020467
1.0822	-0.59378	-0.19992	0.66626	0.18051	0.014404	1.4227	2.3584	-0.2701	1.4194	0.61099	-0.29541	-2.8885	-0.070205	-0.038122	-0.50855	-0.4445	0.076176	-0.96879	-0.57778	0.39206	0.20976	-0.73835	0.031611	0.72533
-0.010167	0.020194	0.21473	0.17289	-0.43659	-0.14687	1.8429	-0.15753	0.18187	-0.31782	0.06839	0.51776	-6.3371	0.48066	0.13777	-0.48568	0.39	-0.0019506	-0.10218	0.21262	-0.86146	0.17263	0.18783	-0.8425	-0.31208
1.104	-0.34629	0.088792	-0.2554	-0.023462	0.51487	0.7491	1.7858	0.16928	0.93679	0.010994	-0.98983	-3.7061	-0.82598	0.90447	-0.41301	-0.617	-0.62424	-1.1698	-0.022587	0.26791	-0.076523	-1.1142	1.336	0.20145
-0.41586	0.32548	-0.087621	0.2018	-0.80017	-0.34418	2.1431	0.37188	-0.9409	0.24283	-0.86396	0.63858	-6.0171	-0.54081	-0.43305	0.095707	0.37971	-1.1432	0.11382	-0.38361	0.41758	0.081476	-0.02659	0.75438	-0.77178
0.28228	0.019558	0.11509	-0.39242	-1.0503	-0.54278	1.1357	-0.34251	0.80636	-0.47359	-0.77194	-0.73689	-6.2619	-0.34902	-0.35532	-0.60148	-0.054534	-0.67057	-0.39972	-1.324	-0.43765	0.30045	0.2143	0.25422	-0.26674
0.026645	-0.15996	-0.13042	0.32999	0.24416	0.41042	1.3001	2.6126	0.70933	0.91401	0.21455	0.2219	-2.6304	-0.11566	-0.32597	-2.167	-1.0084	0.43317	-0.85766	-0.20587	-0.037961	-1.5767	0.15105	0.24585	1.1149
0.82488	-0.3125	-1.2156	-1.0703	-0.26568	-0.2475	2.1968	2.179	-0.37712	1.3096	0.51299	0.68645	-2.0813	-0.052276	-0.4715	-1.7417	-1.3162	-0.32637	-0.78276	0.50433	0.078971	-2.1496	0.63889	-0.57727	1.4871
0.23809	-0.09146	0.15923	-0.018792	0.12084	0.68245	1.3484	2.7759	-0.78706	0.85131	-0.95748	-0.34804	-2.0028	-0.51581	0.15512	-1.2631	-0.48455	-1.1553	-1.7698	0.39001	0.76965	0.24155	0.84985	2.0607	0.85529
0.34127	-0.43348	-0.35918	-0.15297	-0.078167	0.064745	1.3919	2.2717	0.53841	1.2455	0.65984	0.549	-2.6548	0.00082321	-0.38957	-1.952	-1.1767	0.2034	-0.91539	0.09037	0.16488	-1.8562	0.13423	0.57839	1.074
0.58866	0.0060408	-0.22022	1.0119	-0.7583	0.12081	-0.025355	1.596	-1.521	-1.1867	-0.42468	-2.0128	-5.3977	-1.2343	0.17889	1.3491	-0.011538	-0.063358	-0.18676	-0.18863	0.81819	-0.33465	1.6392	1.4183	0.16919
1.423	-0.46838	-0.16331	1.2443	1.0157	1.1604	-2.0031	2.5195	-0.47779	-1.8382	0.32809	-3.2301	-3.0671	-0.2536	0.87798	0.3083	-0.88685	1.2904	-1.3443	1.1462	-0.026837	-0.449	-0.006978	-0.73663	1.6404
0.15671	-0.024377	-0.04252	-0.22052	-0.21045	-0.15969	0.70284	2.2709	-0.91873	1.5789	-0.25527	-0.63909	-2.944	-0.042341	0.12256	-1.0834	0.44036	-0.60795	-1.611	0.40592	-0.37838	-0.1601	-1.0792	1.8263	0.55963
0.98004	0.38132	0.29754	-0.30478	0.40033	0.31853	1.8654	0.48166	0.56297	-0.82152	-1.2386	1.4854	-1.7059	0.093414	-2.4631	-1.365	-0.85534	0.20354	0.14737	2.1994	0.1779	-2.8695	2.1895	1.6762	2.3846
1.8163	-0.9435	-0.6624	1.0099	0.031072	0.33463	-0.95627	2.9703	-0.54155	-2.4489	0.29555	-3.9631	-2.5559	-0.5695	1.0982	0.73903	-1.1868	0.5865	-0.45852	0.49212	0.87361	0.14368	0.64574	0.86255	0.4955
-0.81216	-0.28605	0.062502	-0.036869	-0.61118	-0.15568	1.625	-0.42602	0.1973	-0.19418	0.53267	0.64592	-6.1336	-0.3309	-0.0017279	-0.15173	0.20383	-0.77496	0.17629	-0.10884	-0.31234	0.2401	-0.36097	-0.049996	-0.7247
0.97257	1.2053	0.65594	0.7481	0.21479	0.030439	0.92262	1.9799	0.13767	-0.13729	-1.0628	1.475	-2.2513	0.92853	-2.5643	-1.6855	0.41263	1.0644	1.5803	1.2377	-0.13871	-3.2106	0.84125	0.18398	1.9644
0.7717	-1.0602	-0.34383	-0.09264	0.031247	0.10274	1.1822	2.0774	0.20992	0.88188	0.65696	0.041836	-3.3736	-0.71065	0.041693	-1.535	-0.55627	0.64587	-0.7243	-0.399	-0.31172	-0.58834	-0.11027	-0.067876	1.0723
-0.74175	0.54942	0.6749	0.67924	0.13115	-0.2858	1.9227	0.11975	-0.62351	0.39304	-0.87884	0.39575	-5.9879	-0.49659	-0.26535	-0.04049	1.1247	-0.75211	-0.38015	0.49567	-0.53343	0.056762	0.69697	0.53384	-0.70807
1.2722	0.22154	0.1395	0.50897	0.11663	0.10291	0.21448	2.2064	-0.5623	-1.0633	0.039293	-2.9371	-4.5097	-0.51896	1.0116	0.14003	-0.32955	0.076449	1.1712	-0.66266	0.53255	0.072198	1.184	0.95736	0.20746
0.85424	0.25535	0.80356	-0.043311	-0.062442	0.71904	0.91777	1.8196	0.93903	-0.041324	-0.27476	2.223	-1.9891	0.60383	-3.2757	-1.4099	1.3996	1.067	0.26134	1.3922	1.2872	-2.578	0.86285	0.53713	2.3683
-0.12532	-0.20207	-0.12672	-0.57474	-0.30313	-0.029884	1.1792	-0.1491	-0.71315	-0.12112	0.40652	1.4784	-5.995	-0.21617	0.47806	0.43448	0.13489	0.88961	-0.56926	0.33094	0.13661	0.65844	-0.41766	0.25164	-0.055809
0.16758	0.21434	-0.093086	0.16379	-0.60001	-0.037103	1.8577	-0.24306	-0.44864	0.28734	-0.43609	1.0839	-6.0385	-0.14872	0.31843	0.08263	0.47562	-0.5009	-0.099384	-0.18034	-0.10614	0.15238	0.32532	0.73795	-0.40859
0.84691	-0.27254	-0.46382	0.4686	0.77397	0.95429	0.566	2.0054	-0.79725	0.46677	-0.5743	0.55761	-2.5497	0.78614	-0.58253	-1.1329	-0.60002	0.10997	-0.66984	-0.43048	1.2045	-1.8733	0.27826	0.24504	0.83927
-0.32929	-0.16037	0.10785	-0.3961	-0.48827	-0.17528	0.23056	-0.49115	-0.065798	0.84382	0.38091	0.46377	-5.9545	0.57595	-0.18242	0.36494	-0.0042541	0.96687	-1.5674	-0.40454	-0.79557	-0.0050535	0.021972	-0.73638	0.65277
0.53229	-0.30423	-0.6065	-0.15941	0.52165	-0.065076	1.3758	2.4098	-1.033	0.73698	-0.40591	-0.18263	-2.7087	0.28421	-1.8023	-1.4446	-1.4078	-0.20802	-0.94007	-0.10846	0.047255	-0.85601	0.94209	0.34083	0.66958
-0.21749	0.45183	-0.23211	-0.27781	-0.067977	-0.63951	1.1218	-0.37536	0.18676	-0.50864	0.016423	-0.13329	-5.903	0.14596	-0.067031	-0.66199	-0.17362	-0.87281	-0.49771	-0.55289	-1.0515	-0.18484	-0.30848	-0.04478	-0.24358
0.26362	-0.5406	-0.30588	-0.42799	0.4699	0.95839	1.316	2.1394	0.33286	0.44204	0.82635	0.40852	-3.0257	-0.57578	-0.6385	-1.4769	-0.94778	0.17089	-0.98404	-0.36094	-0.32045	-0.99178	0.47383	0.49367	0.86134
0.32543	-0.089637	-0.14733	0.4285	-0.092613	-0.17938	1.2835	-0.59714	-0.28134	-0.048954	0.54827	0.6941	-6.12	0.6724	0.018078	-0.24165	0.50342	0.65325	-0.20674	0.27639	-0.79097	0.10432	-0.6175	-0.54592	-0.069893
0.14261	-0.2807	-0.1258	0.45119	0.17715	0.919	-1.0333	3.8694	0.41688	-0.67503	-0.020023	-3.0843	-2.9433	0.81947	1.6001	1.7433	0.21815	0.88131	-0.97446	1.3757	1.0597	-1.1426	0.29684	-0.84936	-0.012225
-0.21143	-0.16532	0.42022	-0.28705	-0.20637	-0.3565	1.3455	0.21057	-0.14089	-0.66701	0.54621	0.62353	-5.8742	-0.2406	0.19936	-0.61046	0.034438	0.23217	-0.66933	0.28861	0.2833	0.37067	-0.092633	-0.092978	-0.30293
-0.0010152	-0.39872	0.18076	0.65818	-0.27114	0.15688	1.7757	2.4463	0.10599	1.254	0.11974	-0.057964	-2.2856	-1.187	-0.99771	-0.43614	-0.71053	-0.26881	-1.1703	-0.23262	-0.16339	-0.48445	0.84881	1.7162	0.76949
1.6477	0.12903	0.76911	-0.030854	0.27506	-0.49298	0.8206	-0.12559	0.57068	-0.79898	-1.6912	-1.7656	-5.3186	-1.2511	-0.73013	-0.90697	-1.0932	-0.53634	0.17967	-1.6247	-0.0029176	1.3184	0.45594	0.3682	0.87591
0.31872	0.52105	-0.056364	-0.34805	-0.77221	-0.28169	2.06	-0.56607	-0.32574	0.073742	-0.46097	0.54654	-6.0364	-0.56174	-0.084994	0.34263	0.1017	-0.82377	0.14404	-0.73248	0.63707	0.82175	0.53894	0.3674	-0.25653
0.20823	0.22476	-0.070949	0.23917	-0.36076	-0.23443	1.8633	-0.4573	-0.40894	-0.055079	-0.11599	1.0568	-6.2614	-0.24912	0.37123	0.21891	0.67926	-0.35585	0.18441	-0.11821	0.58806	0.59916	0.40883	0.15874	-0.55338
0.21228	-0.2435	-0.57013	0.33778	-0.86072	-0.1771	0.86891	-0.11103	0.53467	-0.0036497	0.11068	0.44655	-5.6486	-0.033026	0.36245	0.74407	-0.16614	-0.61851	-1.8327	0.51321	-0.31933	-0.68438	0.59145	-0.55647	-0.31049
0.21767	0.19018	-0.27414	0.69654	0.12748	0.83719	-1.2804	3.8718	-0.96223	-1.1195	0.985	-2.4167	-2.9994	0.017624	1.3301	0.48203	-0.19386	0.09823	1.2263	0.80212	0.48846	-0.98181	0.53096	0.4342	0.67874
0.44205	-0.67697	-0.079938	0.89579	-0.043245	0.35863	0.51735	1.433	-0.21658	0.93923	0.36207	-0.27295	-3.4128	0.46583	-0.87769	-0.42464	-1.3648	0.43996	-2.4477	-0.23733	0.42426	0.18637	-0.19753	0.26109	0.44809
